井号,年 月,层 位,有效厚度,生产天数,动液面(m),月产液,月产油(t),月产水(m3),累产油(10^4t),累产水(10^4m3)
34号井,201610,S2F2-S2F6,7.7,26.23,970,4350,60,4290,1.6145,45.4153
34号井,201611,S2F2-S2F6,7.7,29.23,1083,4866,59,4807,1.6204,45.896
34号井,201612,S2F2-S2F6,7.7,30.23,1107,4988,53,4935,1.6257,46.3895
34号井,201701,S2F2-S2F6,7.7,30.22,1062,4146,48,4098,1.6305,46.7993
34号井,201702,S2F2-S2F6,7.7,27.23,,3311,36,3275,1.6341,47.1268
34号井,201703,S2F2-S2F6,7.7,30.21,,3736,42,3694,1.6383,47.4962
34号井,201704,S2F2-S2F6,7.7,16.15,,2007,23,1984,1.6406,47.6946
34号井,201705,S2F2-S2F6,7.7,,,0,,,1.6406,47.6946
34号井,201706,S2F2-S2F6,7.7,16.1,,101,20,81,1.6426,47.7027
34号井,201707,S2F6-S2F6,4.6,30.21,,109,99,10,1.6525,47.7037
34号井,201708,S2F6-S2F6,4.6,9.13,,30,28,2,1.6553,47.7039
34号井,201709,S2F6-S2F6,4.6,5.21,,30,26,4,1.6579,47.7043
34号井,201710,S2F6-S2F6,4.6,30.14,,120,110,10,1.6689,47.7053
34号井,201711,S2F6-S2F6,4.6,29.21,,115,109,6,1.6798,47.7059
34号井,201712,S2F6-S2F6,4.6,30.22,,117,111,6,1.6909,47.7065
34号井,201801,S2F6-S2F6,4.6,30.22,2116,108,101,7,1.701,47.7072
34号井,201802,S2F6-S2F6,4.6,28,,101,95,6,1.7105,47.7078
34号井,201803,S2F6-S2F6,4.6,31,,112,106,6,1.7211,47.7084
34号井,201804,S2F6-S2F6,4.6,29.19,,110,104,6,1.7315,47.709
34号井,201805,S2F6-S2F6,4.6,30.23,,117,112,5,1.7427,47.7095
34号井,201806,S2F6-S2F6,4.6,30,2267,111,106,5,1.7533,47.71
34号井,201807,S2F6-S2F6,4.6,30.11,,105,102,3,1.7635,47.7103
34号井,201808,S2F6-S2F6,4.6,30.14,,106,103,3,1.7738,47.7106
34号井,201809,S2F6-S2F6,4.6,30,,105,97,8,1.7835,47.7114
34号井,201810,S2F6-S2F6,4.6,30.23,,92,85,7,1.792,47.7121
34号井,201811,S2F6-S2F6,4.6,26.11,,57,50,7,1.797,47.7128
34号井,201812,S2F6-S2F6,4.6,30.23,,69,59,10,1.8029,47.7138
34号井,201901,S2F6-S2F6,4.6,27.05,,61,54,7,1.8083,47.7145
34号井,201902,S2F6-S2F6,4.6,27.23,,65,59,6,1.8142,47.7151
34号井,201903,S2F6-S2F6,4.6,30.22,,70,64,6,1.8206,47.7157
34号井,201904,S2F6-S2F6,4.6,30,,67,61,6,1.8267,47.7163
34号井,201905,S2F6-S2F6,4.6,31,,66,58,8,1.8325,47.7171
34号井,201906,S2F6-S2F6,4.6,29.23,,65,59,6,1.8384,47.7177
34号井,201907,S2F6-S2F6,4.6,31,,64,61,3,1.8445,47.718
34号井,201908,S2F6-S2F6,4.6,30.22,,62,59,3,1.8504,47.7183
34号井,201909,S2F6-S2F6,4.6,30,,61,56,5,1.856,47.7188
34号井,201910,S2F6-S2F6,4.6,30.23,,64,59,5,1.8619,47.7193
34号井,201911,S2F6-S2F6,4.6,29.23,,64,58,6,1.8677,47.7199
34号井,201912,S2F6-S2F6,4.6,31,2291,69,62,7,1.8739,47.7206
34号井,202001,S2F6-S2F6,4.6,31,2291,70,62,8,1.8801,47.7214
34号井,202002,S2F6-S2F6,4.6,28.19,,67,58,9,1.8859,47.7223
34号井,202003,S2F6-S2F6,4.6,22,,51,46,5,1.8905,47.7228
34号井,202004,S2F6-S2F6,4.6,14.06,1636,50,44,6,1.8949,47.7234
34号井,202005,S2F6-S2F6,4.6,29.05,,81,71,10,1.902,47.7244
34号井,202006,S2F6-S2F6,4.6,30,,78,70,8,1.909,47.7252
34号井,202007,S2F6-S2F6,4.6,30.15,,71,62,9,1.9152,47.7261
34号井,202008,S2F6-S2F6,4.6,31,,71,64,7,1.9216,47.7268
34号井,202009,S2F6-S2F6,4.6,10.23,,24,9,15,1.9225,47.7283
34号井,202010,S2F6-S2F6,4.6,31,,46,30,16,1.9255,47.7299
34号井,202011,S2F6-S2F6,4.6,30,,51,38,13,1.9293,47.7312
34号井,202012,S2F6-S2F6,4.6,31,,54,45,9,1.9338,47.7321
34号井,202101,S2F6-S2F6,4.6,30.23,,47,41,6,1.9379,47.7327
34号井,202102,S2F6-S2F6,4.6,28,2240,43,39,4,1.9418,47.7331
34号井,202103,S2F6-S2F6,4.6,30.22,,48,42,6,1.946,47.7337
34号井,202104,S2F6-S2F6,4.6,29.22,,29,26,3,1.9486,47.734
34号井,202105,S2F6-S2F6,4.6,19,,7,5,2,1.9491,47.7342
34号井,202106,S2F6-S2F6,4.6,,,0,,,1.9491,47.7342
34号井,202107,S2F6-S2F6,4.6,31,,660,47,613,1.9538,47.7955
34号井,202108,S2F6-S2F6,4.6,31,,684,45,639,1.9583,47.8594
34号井,202109,S2F6-S2F6,4.6,29.14,,536,24,512,1.9607,47.9106
34号井,202110,S2F6-S2F6,4.6,31,,672,25,647,1.9632,47.9753
34号井,202111,S2F6-S2F6,4.6,29.08,,793,27,766,1.9659,48.0519
34号井,202112,S2F2-S2F2,2,28.1,,815,29,786,1.9688,48.1305
35号井,200012,S2F2-S2F2,13,4,,115,46,69,0.0046,0.0069
35号井,200101,S2F2-S2F2,13,30.21,,942,920,22,0.0966,0.0091
35号井,200102,S2F2-S2F2,13,27.16,,792,792,,0.1758,0.0091
35号井,200103,S2F2-S2F2,13,30.07,,832,832,,0.259,0.0091
35号井,200104,S2F2-S2F2,13,29.11,,768,768,,0.3358,0.0091
35号井,200105,S2F2-S2F2,13,31,,802,802,,0.416,0.0091
35号井,200106,S2F2-S2F2,13,29.13,,715,654,61,0.4814,0.0152
35号井,200107,S2F2-S2F2,13,30.21,,761,761,,0.5575,0.0152
35号井,200108,S2F2-S2F2,13,3.08,,77,77,,0.5652,0.0152
36号井,200012,S3  -S3  ,8.7,15.19,,278,223,55,0.0223,0.0055
36号井,200101,S3  -S3  ,8.7,30.12,1674,144,142,2,0.0365,0.0057
36号井,200102,S2F3-S2F3,6.6,25.06,1635,120,116,4,0.0481,0.0061
36号井,200103,S2F3-S2F3,6.6,30.08,,290,290,,0.0771,0.0061
36号井,200104,S2F3-S2F3,6.6,29.07,,263,263,,0.1034,0.0061
36号井,200105,S2F3-S2F3,6.6,30.21,1643,291,291,,0.1325,0.0061
36号井,200106,S2F3-S2F3,6.6,29.21,1645,341,341,,0.1666,0.0061
36号井,200107,S2F2-S3  ,9,28.19,1622,312,290,22,0.1956,0.0083
36号井,200108,S2F2-S3  ,9,30.21,1349,370,370,,0.2326,0.0083
36号井,200109,S2F2-S3  ,9,29.21,1532,428,428,,0.2754,0.0083
36号井,200110,S2F2-S3  ,9,30.14,,471,471,,0.3225,0.0083
36号井,200111,S2F2-S3  ,9,29.21,1261,303,303,,0.3528,0.0083
36号井,200112,S2F2-S3  ,9,30.21,1117,249,249,,0.3777,0.0083
36号井,200201,S2F2-S3  ,9,30.18,1148,182,182,,0.3959,0.0083
36号井,200202,S2F2-S3  ,9,27.18,,227,227,,0.4186,0.0083
36号井,200203,S2F2-S3  ,9,30.21,1141,277,277,,0.4463,0.0083
36号井,200204,S2F2-S3  ,9,29.18,1127,371,371,,0.4834,0.0083
36号井,200205,S2F2-S3  ,9,30.19,1065,515,515,,0.5349,0.0083
36号井,200206,S2F2-S3  ,9,29.21,1312,571,571,,0.592,0.0083
36号井,200207,S2F2-S3  ,9,30.11,,623,623,,0.6543,0.0083
36号井,200208,S2F2-S3  ,9,30.21,1325,602,602,,0.7145,0.0083
36号井,200209,S2F2-S3  ,9,29.19,1261,662,662,,0.7807,0.0083
36号井,200210,S2F2-S3  ,9,30.18,1347,653,653,,0.846,0.0083
36号井,200211,S2F2-S3  ,9,29.21,825,485,485,,0.8945,0.0083
36号井,200212,S2F2-S3  ,9,30.21,,496,496,,0.9441,0.0083
36号井,200301,S2F2-S3  ,9,30.21,,442,442,,0.9883,0.0083
36号井,200302,S2F2-S3  ,9,27.21,,497,497,,1.038,0.0083
36号井,200303,S2F2-S3  ,9,30.21,,541,541,,1.0921,0.0083
36号井,200304,S2F2-S3  ,9,29.01,,513,510,3,1.1431,0.0086
36号井,200305,S2F2-S3  ,9,30.17,,562,562,,1.1993,0.0086
36号井,200306,S2F2-S3  ,9,29.21,1334,583,583,,1.2576,0.0086
36号井,200307,S2F2-S3  ,9,30.21,,586,585,1,1.3161,0.0087
36号井,200308,S2F2-S3  ,9,30.14,1349,580,577,3,1.3738,0.009
36号井,200309,S2F2-S3  ,9,29.07,1342,667,666,1,1.4404,0.0091
36号井,200310,S2F2-S3  ,9,30.21,1329,765,748,17,1.5152,0.0108
36号井,200311,S2F2-S3  ,9,29.21,1411,741,677,64,1.5829,0.0172
36号井,200312,S2F2-S3  ,9,30.21,,766,681,85,1.651,0.0257
36号井,200401,S2F2-S3  ,9,30.21,,766,655,111,1.7165,0.0368
36号井,200402,S2F2-S3  ,9,28.21,1163,716,575,141,1.774,0.0509
36号井,200403,S2F2-S3  ,9,30.21,,765,549,216,1.8289,0.0725
36号井,200404,S2F2-S3  ,9,29.21,1235,765,503,262,1.8792,0.0987
36号井,200405,S2F2-S3  ,9,3.09,,85,52,33,1.8844,0.102
37号井,200104,S2F3-S2F3,9.1,13.05,,300,258,42,0.0258,0.0042
37号井,200105,S2F3-S2F3,9.1,30.21,968,938,938,,0.1196,0.0042
37号井,200106,S2F3-S2F3,9.1,30,1049,965,965,,0.2161,0.0042
37号井,200107,S2F3-S2F3,9.1,30.21,1080,832,832,,0.2993,0.0042
37号井,200108,S2F3-S2F3,9.1,30.21,1110,859,859,,0.3852,0.0042
37号井,200109,S2F3-S2F3,9.1,29.21,1184,747,747,,0.4599,0.0042
37号井,200110,S2F3-S2F3,9.1,30.21,,665,665,,0.5264,0.0042
37号井,200111,S2F3-S2F3,9.1,29.21,1273,646,646,,0.591,0.0042
37号井,200112,S2F2-S2F2,26.4,27.01,880,799,759,40,0.6669,0.0082
37号井,200201,S2F2-S2F2,26.4,30.21,872,920,917,3,0.7586,0.0085
37号井,200202,S2F2-S2F2,26.4,27.18,,832,832,,0.8418,0.0085
37号井,200203,S2F2-S2F2,26.4,30.21,1162,911,911,,0.9329,0.0085
37号井,200204,S2F2-S2F2,26.4,29.18,866,972,972,,1.0301,0.0085
37号井,200205,S2F2-S2F2,26.4,30.16,874,1052,1052,,1.1353,0.0085
37号井,200206,S2F2-S2F2,26.4,29.21,812,1030,1030,,1.2383,0.0085
37号井,200207,S2F2-S2F2,26.4,30.17,,1070,1070,,1.3453,0.0085
37号井,200208,S2F2-S2F2,26.4,30.21,979,1105,1105,,1.4558,0.0085
37号井,200209,S2F2-S2F2,26.4,29.19,957,1105,1105,,1.5663,0.0085
37号井,200210,S2F2-S2F2,26.4,30.21,981,1124,1114,10,1.6777,0.0095
37号井,200211,S2F2-S2F2,26.4,29.21,977,1150,1126,24,1.7903,0.0119
37号井,200212,S2F2-S2F2,26.4,31,947,1166,1162,4,1.9065,0.0123
37号井,200301,S2F2-S2F2,26.4,30.21,,1174,1174,,2.0239,0.0123
37号井,200302,S2F2-S2F2,26.4,27.21,,1077,1076,1,2.1315,0.0124
37号井,200303,S2F2-S2F2,26.4,30.21,,1274,1272,2,2.2587,0.0126
37号井,200304,S2F2-S2F2,26.4,29.16,,1140,1125,15,2.3712,0.0141
37号井,200305,S2F2-S2F2,26.4,28.07,,1156,1033,123,2.4745,0.0264
37号井,200306,S2F2-S2F2,26.4,29.21,641,2300,1578,722,2.6323,0.0986
37号井,200307,S2F2-S2F2,26.4,30.18,,2388,1631,757,2.7954,0.1743
37号井,200308,S2F2-S2F2,26.4,29.22,629,2318,1533,785,2.9487,0.2528
37号井,200309,S2F2-S2F2,26.4,29.11,516,2245,1600,645,3.1087,0.3173
37号井,200310,S2F2-S2F2,26.4,31,733,2072,1575,497,3.2662,0.367
37号井,200311,S2F2-S2F2,26.4,30,680,1957,1383,574,3.4045,0.4244
37号井,200312,S2F2-S2F2,26.4,31,,1928,1284,644,3.5329,0.4888
37号井,200401,S2F2-S2F2,26.4,31,,1853,1364,489,3.6693,0.5377
37号井,200402,S2F2-S2F2,26.4,29,596,1745,1267,478,3.796,0.5855
37号井,200403,S2F2-S2F2,26.4,31,,1783,1269,514,3.9229,0.6369
37号井,200404,S2F2-S2F2,26.4,30,707,1623,1156,467,4.0385,0.6836
37号井,200405,S2F2-S2F2,26.4,30,717,1592,1129,463,4.1514,0.7299
37号井,200406,S2F2-S2F2,26.4,29.21,722,1549,1098,451,4.2612,0.775
37号井,200407,S2F2-S2F2,26.4,26.07,733,2350,1209,1141,4.3821,0.8891
37号井,200408,S2F2-S2F2,26.4,31,,3724,1703,2021,4.5524,1.0912
37号井,200409,S2F2-S2F2,26.4,29.13,512,3387,1525,1862,4.7049,1.2774
37号井,200410,S2F2-S2F2,26.4,31,,3064,1400,1664,4.8449,1.4438
37号井,200411,S2F2-S2F2,26.4,26.06,281,2668,1172,1496,4.9621,1.5934
37号井,200412,S2F2-S2F2,26.4,31,397,2925,1286,1639,5.0907,1.7573
37号井,200501,S2F2-S2F2,26.4,30.17,130,3331,1391,1940,5.2298,1.9513
37号井,200502,S2F2-S2F2,26.4,27.22,272,2608,899,1709,5.3197,2.1222
37号井,200503,S2F2-S2F2,26.4,30.2,,3218,984,2234,5.4181,2.3456
37号井,200504,S2F2-S2F2,26.4,29.13,,2857,820,2037,5.5001,2.5493
37号井,200505,S2F2-S2F2,26.4,30.19,,4021,1101,2920,5.6102,2.8413
37号井,200506,S2F2-S2F2,26.4,29.19,,3585,916,2669,5.7018,3.1082
37号井,200507,S2F2-S2F2,26.4,30.18,,3763,972,2791,5.799,3.3873
37号井,200508,S2F2-S2F2,26.4,30.11,,3676,997,2679,5.8987,3.6552
37号井,200509,S2F2-S2F2,26.4,30,897,4085,1041,3044,6.0028,3.9596
37号井,200510,S2F2-S2F2,26.4,31,882,5530,1209,4321,6.1237,4.3917
37号井,200511,S2F2-S2F2,26.4,30,797,4815,991,3824,6.2228,4.7741
37号井,200512,S2F2-S2F2,26.4,31,558,5384,1075,4309,6.3303,5.205
37号井,200601,S2F2-S2F3,26.4,31,624,4814,918,3896,6.4221,5.5946
37号井,200602,S2F2-S2F2,26.4,28,494,3454,640,2814,6.4861,5.876
37号井,200603,S2F2-S2F3,26.4,31,533,3940,672,3268,6.5533,6.2028
37号井,200604,S2F2-S2F2,26.4,24.2,870,2936,451,2485,6.5984,6.4513
37号井,200605,S2F2-S2F2,26.4,30.22,555,3573,586,2987,6.657,6.75
37号井,200606,S2F2-S2F2,26.4,30,337,3651,604,3047,6.7174,7.0547
37号井,200607,S2F2-S2F2,26.4,30.21,355,3774,600,3174,6.7774,7.3721
37号井,200608,S2F2-S2F2,26.4,30.22,48,3723,566,3157,6.834,7.6878
37号井,200609,S2F2-S2F2,26.4,27.2,146,4592,629,3963,6.8969,8.0841
37号井,200610,S2F2-S2F2,26.4,30.21,531,6900,1017,5883,6.9986,8.6724
37号井,200611,S2F2-S2F2,26.4,30,342,6858,978,5880,7.0964,9.2604
37号井,200612,S2F2-S2F2,26.4,31,82,7035,968,6067,7.1932,9.8671
37号井,200701,S2F2-S2F2,26.4,31,285,7024,935,6089,7.2867,10.476
37号井,200702,S2F2-S2F2,26.4,28,323,6467,794,5673,7.3661,11.0433
37号井,200703,S2F2-S2F2,26.4,30.19,122,7662,925,6737,7.4586,11.717
37号井,200704,S2F2-S2F2,26.4,29.16,318,8097,952,7145,7.5538,12.4315
37号井,200705,S2F2-S2F2,26.4,30.22,118,9701,1162,8539,7.67,13.2854
37号井,200706,S2F2-S2F2,26.4,29.12,221,9581,1119,8462,7.7819,14.1316
37号井,200707,S2F2-S2F2,26.4,30.03,289,9160,971,8189,7.879,14.9505
37号井,200708,S2F2-S2F2,26.4,30.2,263,9521,994,8527,7.9784,15.8032
37号井,200709,S2F2-S2F2,26.4,30,208,9255,943,8312,8.0727,16.6344
37号井,200710,S2F2-S2F2,26.4,31,168,9631,999,8632,8.1726,17.4976
37号井,200711,S2F2-S2F2,26.4,30,488,9347,963,8384,8.2689,18.336
37号井,200712,S2F2-S2F2,26.4,30.16,120,9446,981,8465,8.367,19.1825
37号井,200801,S2F2-S2F2,26.4,27.2,866,8366,730,7636,8.44,19.9461
37号井,200802,S2F2-S2F2,26.4,29,804,8128,688,7440,8.5088,20.6901
37号井,200803,S2F2-S2F2,26.4,31,523,8696,786,7910,8.5874,21.4811
37号井,200804,S2F2-S2F2,26.4,30,343,8437,733,7704,8.6607,22.2515
37号井,200805,S2F2-S2F2,26.4,30.21,364,8675,793,7882,8.74,23.0397
37号井,200806,S2F2-S2F2,26.4,30,789,7382,693,6689,8.8093,23.7086
37号井,200807,S2F2-S2F2,26.4,30.11,381,7413,634,6779,8.8727,24.3865
37号井,200808,S2F2-S2F2,26.4,31,437,8371,676,7695,8.9403,25.156
37号井,200809,S2F2-S2F2,26.4,29.2,1277,8281,702,7579,9.0105,25.9139
37号井,200810,S2F2-S2F2,26.4,30.2,794,8465,729,7736,9.0834,26.6875
37号井,200811,S2F2-S2F2,26.4,30,992,8184,676,7508,9.151,27.4383
37号井,200812,S2F2-S2F2,26.4,30.2,917,8240,785,7455,9.2295,28.1838
37号井,200901,S2F2-S2F2,26.4,31,895,7478,830,6648,9.3125,28.8486
37号井,200902,S2F2-S2F2,26.4,28,1080,6434,660,5774,9.3785,29.426
37号井,200903,S2F2-S2F2,26.4,31,1132,7120,767,6353,9.4552,30.0613
37号井,200904,S2F2-S2F2,26.4,30,1094,7076,757,6319,9.5309,30.6932
37号井,200905,S2F2-S2F2,26.4,31,1257,7131,776,6355,9.6085,31.3287
37号井,200906,S2F2-S2F2,26.4,29.17,1218,6438,550,5888,9.6635,31.9175
37号井,200907,S2F2-S2F2,26.4,30.22,1452,6555,423,6132,9.7058,32.5307
37号井,200908,S2F2-S2F2,26.4,27.1,1139,6080,314,5766,9.7372,33.1073
37号井,200909,S2F2-S2F2,26.4,30,1323,6978,390,6588,9.7762,33.7661
37号井,200910,S2F2-S2F2,26.4,31,1647,7327,410,6917,9.8172,34.4578
37号井,200911,S2F2-S2F2,26.4,29.04,1098,6763,365,6398,9.8537,35.0976
37号井,200912,S2F2-S2F2,26.4,30.19,969,7144,415,6729,9.8952,35.7705
37号井,201001,S2F2-S2F2,26.4,31,1080,7266,417,6849,9.9369,36.4554
37号井,201002,S2F2-S2F2,26.4,27.21,1234,6516,387,6129,9.9756,37.0683
37号井,201003,S2F2-S2F2,26.4,30.18,1242,7172,425,6747,10.0181,37.743
37号井,201004,S2F2-S2F2,26.4,29.18,1138,6890,403,6487,10.0584,38.3917
37号井,201005,S2F2-S2F2,26.4,31,1043,7179,409,6770,10.0993,39.0687
37号井,201006,S2F2-S2F2,26.4,30,1217,6948,396,6552,10.1389,39.7239
37号井,201007,S2F2-S2F2,26.4,28.02,1257,6504,341,6163,10.173,40.3402
37号井,201008,S2F2-S2F2,26.4,30.22,1407,7156,397,6759,10.2127,41.0161
37号井,201009,S2F2-S2F2,26.4,30,1553,6948,383,6565,10.251,41.6726
37号井,201010,S2F2-S2F2,26.4,30.17,1629,7113,391,6722,10.2901,42.3448
37号井,201011,S2F2-S2F2,26.4,30,1470,6948,372,6576,10.3273,43.0024
37号井,201012,S2F2-S2F2,26.4,30.18,1460,7119,387,6732,10.366,43.6756
37号井,201101,S2F2-S2F2,26.4,31,1208,7179,384,6795,10.4044,44.3551
37号井,201102,S2F2-S2F2,26.4,28,1236,6484,342,6142,10.4386,44.9693
37号井,201103,S2F2-S2F2,26.4,30.14,930,7608,391,7217,10.4777,45.691
37号井,201104,S2F2-S2F2,26.4,29.18,736,7944,352,7592,10.5129,46.4502
37号井,201105,S2F2-S2F2,26.4,30.2,740,8385,364,8021,10.5493,47.2523
37号井,201106,S2F2-S2F2,26.4,29.16,759,8183,353,7830,10.5846,48.0353
37号井,201107,S2F2-S2F2,26.4,28.23,786,8057,340,7717,10.6186,48.807
37号井,201108,S2F2-S2F2,26.4,31,757,8552,376,8176,10.6562,49.6246
37号井,201109,S2F2-S2F2,26.4,30,779,8142,344,7798,10.6906,50.4044
37号井,201110,S2F2-S2F2,26.4,31,796,8331,361,7970,10.7267,51.2014
37号井,201111,S2F2-S2F2,26.4,30,742,8077,378,7699,10.7645,51.9713
37号井,201112,S2F2-S2F2,26.4,31,754,8562,385,8177,10.803,52.789
37号井,201201,S2F2-S2F2,26.4,31,772,8514,376,8138,10.8406,53.6028
37号井,201202,S2F2-S2F2,26.4,29,756,7846,369,7477,10.8775,54.3505
37号井,201203,S2F2-S2F2,26.4,31,742,8500,377,8123,10.9152,55.1628
37号井,201204,S2F2-S2F2,26.4,29.2,908,8183,374,7809,10.9526,55.9437
37号井,201205,S2F2-S2F2,26.4,31,918,8098,374,7724,10.99,56.7161
37号井,201206,S2F2-S2F2,26.4,30,954,7765,367,7398,11.0267,57.4559
37号井,201207,S2F2-S2F2,26.4,31,1038,8104,357,7747,11.0624,58.2306
37号井,201208,S2F2-S2F2,26.4,31,1014,8042,357,7685,11.0981,58.9991
37号井,201209,S2F2-S2F2,26.4,29.21,1127,7807,356,7451,11.1337,59.7442
37号井,201210,S2F2-S2F2,26.4,30.22,1177,8133,367,7766,11.1704,60.5208
37号井,201211,S2F2-S2F2,26.4,29.22,1213,7848,346,7502,11.205,61.271
37号井,201212,S2F2-S2F2,26.4,31,1234,8286,367,7919,11.2417,62.0629
37号井,201301,S2F2-S2F2,26.4,29.22,1192,7874,339,7535,11.2756,62.8164
37号井,201302,S2F2-S2F2,26.4,28,1152,7575,331,7244,11.3087,63.5408
37号井,201303,S2F2-S2F2,26.4,30.22,1312,8651,402,8249,11.3489,64.3657
37号井,201304,S2F2-S2F2,26.4,29.22,1336,8162,353,7809,11.3842,65.1466
37号井,201305,S2F2-S2F2,26.4,30.19,1346,8306,328,7978,11.417,65.9444
37号井,201306,S2F2-S2F2,26.4,30,1348,8023,292,7731,11.4462,66.7175
37号井,201307,S2F2-S2F2,26.4,31,1382,8295,276,8019,11.4738,67.5194
37号井,201308,S2F2-S2F2,26.4,27.06,952,7150,251,6899,11.4989,68.2093
37号井,201309,S2F2-S2F2,26.4,30,1006,8162,303,7859,11.5292,68.9952
37号井,201310,S2F2-S2F2,26.4,30.19,1096,8341,336,8005,11.5628,69.7957
37号井,201311,S2F2-S2F2,26.4,29.22,1082,8099,322,7777,11.595,70.5734
37号井,201312,S2F2-S2F2,26.4,31,1058,8534,334,8200,11.6284,71.3934
37号井,201401,S2F2-S2F2,26.4,31,1010,8465,347,8118,11.6631,72.2052
37号井,201402,S2F2-S2F2,26.4,28,975,7638,330,7308,11.6961,72.936
37号井,201403,S2F2-S2F2,26.4,31,890,8495,366,8129,11.7327,73.7489
37号井,201404,S2F2-S2F2,26.4,30,860,8380,330,8050,11.7657,74.5539
37号井,201405,S2F2-S2F2,26.4,31,1034,8975,319,8656,11.7976,75.4195
37号井,201406,S2F2-S2F2,26.4,30,1080,8753,289,8464,11.8265,76.2659
37号井,201407,S2F2-S2F2,26.4,31,1032,9067,315,8752,11.858,77.1411
37号井,201408,S2F2-S2F2,26.4,31,1018,9082,298,8784,11.8878,78.0195
37号井,201409,S2F2-S2F2,26.4,29.21,1030,8754,283,8471,11.9161,78.8666
37号井,201410,S2F2-S2F2,26.4,31,938,9067,307,8760,11.9468,79.7426
37号井,201411,S2F2-S2F2,26.4,30,1038,8384,289,8095,11.9757,80.5521
37号井,201412,S2F2-S2F2,26.4,31,1190,8441,303,8138,12.006,81.3659
37号井,201501,S2F2-S2F2,26.4,31,1228,9048,323,8725,12.0383,82.2384
37号井,201502,S2F2-S2F2,26.4,27.11,1206,8052,288,7764,12.0671,83.0148
37号井,201503,S2F2-S2F2,26.4,30.22,1334,9152,322,8830,12.0993,83.8978
37号井,201504,S2F2-S2F2,26.4,30,1358,8843,308,8535,12.1301,84.7513
37号井,201505,S2F2-S2F2,26.4,31,1378,9097,318,8779,12.1619,85.6292
37号井,201506,S2F2-S2F2,26.4,30,1013,8778,326,8452,12.1945,86.4744
37号井,201507,S2F2-S2F2,26.4,31,1049,8971,319,8652,12.2264,87.3396
37号井,201508,S2F2-S2F2,26.4,30.22,1040,8758,281,8477,12.2545,88.1873
37号井,201509,S2F2-S2F2,26.4,30,1023,8475,267,8208,12.2812,89.0081
37号井,201510,S2F2-S2F2,26.4,31,969,8773,295,8478,12.3107,89.8559
37号井,201511,S2F2-S2F2,26.4,30,1116,8600,275,8325,12.3382,90.6884
37号井,201512,S2F2-S2F2,26.4,31,1148,8885,272,8613,12.3654,91.5497
37号井,201601,S2F2-S2F2,26.4,31,1090,8918,287,8631,12.3941,92.4128
37号井,201703,S2F2-S2F2,26.4,30.21,774,9679,203,9476,,
37号井,201704,S2F2-S2F2,26.4,30,859,9677,184,9493,,
37号井,201705,S2F2-S2F2,26.4,31,842,9781,185,9596,,
37号井,201706,S2F2-S2F2,26.4,30,815,9312,169,9143,,
37号井,201707,S2F2-S2F2,26.4,31,796,9625,172,9453,,
37号井,201708,S2F2-S2F2,26.4,30.03,712,9456,150,9306,,
37号井,201709,S2F2-S2F2,26.4,30,866,9418,154,9264,,
37号井,201710,S2F2-S2F2,26.4,30.23,782,9894,160,9734,,
37号井,201711,S2F2-S2F2,26.4,29.16,715,9357,142,9215,,
37号井,201712,S2F2-S2F2,26.4,30.23,799,9481,158,9323,,
37号井,201801,S2F2-S2F2,26.4,31,778,9667,144,9523,,
37号井,201802,S2F2-S2F2,26.4,28,829,8720,138,8582,,
37号井,201803,S2F2-S2F2,26.4,31,827,9585,158,9427,,
37号井,201804,S2F2-S2F2,26.4,29.09,813,8928,152,8776,,
37号井,201805,S2F2-S2F2,26.4,31,842,9448,160,9288,,
37号井,201806,S2F2-S2F2,26.4,30,809,9163,148,9015,,
37号井,201807,S2F2-S2F2,26.4,31,797,9355,134,9221,,
37号井,201808,S2F2-S2F2,26.4,29.02,852,8777,123,8654,,
37号井,201809,S2F2-S2F2,26.4,30,831,9295,150,9145,,
37号井,201810,S2F2-S2F2,26.4,31,795,9305,156,9149,,
37号井,201811,S2F2-S2F2,26.4,29.13,736,9090,145,8945,,
37号井,201812,S2F2-S2F2,26.4,31,688,9754,165,9589,,
37号井,201901,S2F2-S2F2,26.4,31,750,9431,158,9273,,
37号井,201902,S2F2-S2F2,26.4,28,776,8201,133,8068,,
37号井,201903,S2F2-S2F2,26.4,30.21,788,8802,132,8670,,
37号井,201904,S2F2-S2F2,26.4,30,940,8450,121,8329,,
37号井,201905,S2F2-S2F2,26.4,31,971,8930,135,8795,,
37号井,201906,S2F2-S2F2,26.4,30,952,8612,150,8462,,
37号井,201907,S2F2-S2F2,26.4,31,931,8705,129,8576,,
37号井,201908,S2F2-S2F2,26.4,30.12,943,8739,146,8593,,
37号井,201909,S2F2-S2F2,26.4,30,981,8661,167,8494,,
37号井,201910,S2F2-S2F2,26.4,30.06,966,8858,172,8686,,
37号井,201911,S2F2-S2F2,26.4,30,1023,8772,174,8598,,
37号井,201912,S2F2-S2F2,26.4,30.08,949,8827,145,8682,,
37号井,202001,S2F2-S2F2,26.4,20.14,777,5771,94,5677,,
37号井,202002,S2F2-S2F2,26.4,29,834,8889,152,8737,,
37号井,202003,S2F2-S2F2,26.4,31,851,9391,168,9223,,
37号井,202004,S2F2-S2F2,26.4,30,838,8870,172,8698,,
37号井,202005,S2F2-S2F2,26.4,30.14,844,8978,152,8826,,
37号井,202006,S2F2-S2F2,26.4,30,804,9137,162,8975,,
